CG	n_tissue
cg04550398	1
cg02795076	1
cg04774914	1
cg10101458	1
cg00973334	1
cg23497020	14
cg12892471	8
cg18838148	1
cg00718418	25
cg21902817	11
cg18123160	1
cg08182792	7
cg12980886	1
cg08183077	1
cg14953804	8
cg19055828	1
cg03803784	1
cg15877906	1
cg18052984	1
cg04854025	2
cg05714778	7
cg15169829	6
cg12633356	1
cg19008266	2
cg25623451	1
cg12258176	2
cg25493658	10
cg22826226	84
cg01322897	1
cg06260527	4
cg19016289	1
cg13113115	1
cg17958384	1
cg18751588	1
cg20927059	1
cg12163867	1
cg23814154	2
cg00554948	10
cg05484603	1
cg02929431	7
cg22541911	1
cg24537836	2
cg05861454	1
cg10170677	1
cg16918684	6
cg15029631	8
cg13576200	7
cg05760722	11
cg05238741	1
cg19495013	45
cg18259930	2
cg19856499	2
cg19359333	10
cg27269940	3
cg22142968	106
cg08456993	2
cg00029353	3
cg10381455	1
cg10623219	2
cg27042523	1
cg04614625	2
cg09824023	1
cg07170824	148
cg03035704	1
cg22218512	6
cg08102256	8
cg09889291	5
cg06970510	1
cg15994467	1
cg17031475	18
cg05529152	3
cg08525001	2
cg16706613	1
cg00773818	2
cg01707892	1
cg16480841	1
cg27194586	1
cg06811166	1
cg17969245	3
cg23911972	1
cg20537521	9
cg09670128	3
cg07007400	1
cg03434950	3
cg22193385	1
cg22992258	2
cg02592416	1
cg16791508	1
cg08542473	1
cg12090001	2
cg24415213	10
cg03462053	1
cg13928961	1
cg24094029	1
cg00463848	2
cg20479688	99
cg10766289	1
cg10538533	6
cg02478721	12
cg13545138	5
cg11354349	1
cg15393733	1
cg14782970	11
cg21182263	1
cg11934394	2
cg16919680	5
cg19793747	2
cg02303897	1
cg04452770	1
cg03327403	4
cg07216425	2
cg16729850	1
cg05393297	1
cg05840931	3
cg17094065	2
cg25021051	1
cg24505307	1
cg03041046	3
cg08629913	1
cg07267067	1
cg17823076	2
cg01518659	2
cg03622831	1
cg04972065	1
cg11080062	1
cg04228764	1
cg22052955	1
cg17436656	5
cg02128564	13
cg15332241	1
cg03744437	1
cg07661836	1
cg26931488	1
cg20997463	1
cg15085223	1
cg16174341	1
cg26361646	2
cg08116238	2
cg12024530	2
cg22373810	2
cg16438602	36
cg22285914	1
cg09657354	3
cg09749638	2
cg10133578	2
cg01599904	1
cg08962767	1
cg23344935	1
cg09415057	1
cg00147976	1
cg02765045	1
cg15236513	1
cg12372788	1
cg22559639	1
cg08246275	1
cg02019508	6
cg02157894	1
cg11297382	1
cg13691247	1
cg22546318	1
cg10859192	1
cg09597070	1
cg25810484	1
cg11560280	4
cg21656937	11
cg09439204	2
cg21872608	1
cg12120457	1
cg23903483	1
cg15409587	3
cg02519897	5
cg10129665	1
cg05385164	20
cg16205861	1
cg09370877	1
cg17708016	1
cg25024717	2
cg10961753	4
cg19977966	1
cg09484032	1
cg04662532	1
cg25936147	4
cg20104341	1
cg26931862	1
cg16871994	3
cg26953453	1
cg02618300	1
cg08045824	25
cg09321758	2
cg10809166	1
cg19202292	5
cg23063338	4
cg10810799	5
cg18040901	1
cg19188855	2
cg10641615	1
cg00079219	1
cg18824990	6
cg24895871	1
cg20116805	1
cg03762366	5
cg03132556	32
cg04203883	1
cg13855243	2
cg03122669	1
cg05951377	1
cg27482031	5
cg03037150	1
cg10792302	1
cg19310604	1
cg04981737	1
cg20874827	1
cg09720207	1
cg16253259	5
cg25057269	1
cg19898108	4
cg09045655	2
cg07634179	18
cg02568274	1
cg23828720	3
cg13233407	1
cg08254359	2
cg12590051	1
cg27613172	11
cg22660542	2
cg14301713	13
cg21726284	2
cg05022306	2
cg16908257	1
cg15611151	9
cg04794183	1
cg01683044	1
cg23697546	1
cg21041775	2
cg03892356	5
cg21582112	17
cg12232783	1
cg23618344	3
cg24735790	1
cg19182597	3
cg21703606	2
cg21476000	2
cg15894722	1
cg22747076	1
cg03146625	1
cg22525581	18
cg15834355	2
cg03207151	7
cg26201952	3
cg11746813	7
cg15648389	1
cg16915863	1
cg23473088	2
cg01013630	1
cg20592186	1
cg06552618	2
cg12411309	1
cg11887234	4
cg18426014	2
cg15844785	1
cg14272438	1
cg09527658	2
cg02645563	5
cg11754289	1
cg23824801	6
cg20687242	1
cg02757100	3
cg09060496	3
cg09741592	1
cg25721818	17
cg06411578	1
cg26416341	1
cg01988891	4
cg01324474	8
cg02734505	1
cg14557202	4
cg17970299	1
cg09457245	2
cg18886436	1
cg11856711	5
cg17655624	2
cg17465423	2
cg23795217	3
cg03826594	12
cg20749730	1
cg16770799	3
cg16718891	1
cg01250703	2
cg20493090	8
cg20451566	4
cg23058239	5
cg00639886	10
cg06860371	2
cg16643603	12
cg01316819	1
cg15542657	1
cg17523380	4
cg06113001	1
cg26218982	2
cg07643942	2
cg00868860	5
cg01687040	2
cg16387046	1
cg02710015	131
cg22688241	2
cg15961105	1
cg01874152	1
cg25486399	5
cg00240653	2
cg19219778	6
cg17881208	3
cg16447680	49
cg18238996	2
cg05735075	50
cg07671446	1
cg11810736	3
cg10672482	1
cg25236050	8
cg15783466	7
cg22664405	3
cg18610738	2
cg15702701	1
cg04833430	1
cg16360444	2
cg26037821	1
cg13558328	54
cg04402803	10
cg12926596	1
cg01708466	1
cg01842685	1
cg22473961	42
cg24083923	2
cg04346539	1
cg00242561	1
cg21667943	2
cg03260790	1
cg08799692	1
cg03744975	1
cg24120411	1
cg18467083	1
cg25006073	5
cg27635395	1
cg01874084	3
cg17169797	2
cg19202020	1
cg14032596	2
cg15829663	1
cg10925860	1
cg12377256	2
cg21041100	15
cg21074190	1
cg03511333	2
cg22708290	3
cg19627869	2
cg06416472	1
cg26704041	4
cg23425280	18
cg21752525	1
cg23363971	1
cg03922997	25
cg20672549	2
cg15921515	5
cg22663240	1
cg19588861	1
cg19551573	1
cg09011597	1
cg03123773	1
cg14555682	2
cg06497795	2
cg19613930	1
cg20737266	1
cg11206763	1
cg21609430	1
cg19856346	2
cg12483466	3
cg11100077	3
cg16268185	1
cg05976119	1
cg12026015	1
cg25245322	1
cg08750028	1
cg10654546	16
cg04005793	1
cg07635586	5
cg20059881	3
cg26201589	1
cg17216414	1
cg13990596	1
cg26105057	1
cg08110163	1
cg16865138	7
cg19951006	1
ch.12.1181547R	1
cg16637254	3
cg27163440	1
cg02581418	5
cg02504457	2
cg17499247	3
cg15161177	1
cg10842095	1
cg27458327	15
cg02009256	1
cg12191293	1
cg26530701	5
cg10681328	1
cg07589355	1
cg24881993	4
cg12513284	1
cg17910375	2
cg18955060	1
cg22841336	1
cg03226218	1
cg08027110	1
cg11439834	1
cg02954252	1
cg12011897	1
cg19444027	1
cg23183521	2
cg15809823	2
cg07933493	1
cg26545245	1
cg02694863	3
cg02011404	1
cg01943641	29
cg13716933	1
cg01217666	1
cg06518123	5
cg04618842	3
cg00280991	1
cg14777342	1
cg04207741	1
cg02379973	1
cg06422659	1
cg17639059	1
cg14574369	2
cg03848267	1
cg10170944	1
cg08711175	3
cg04850731	2
cg12502577	2
cg19621579	1
cg27039453	2
cg13212283	1
cg10625931	1
cg23932658	6
cg19272663	5
cg13567919	4
cg21503345	2
cg05818093	1
cg12486635	1
cg18947570	1
cg12655169	1
cg13004878	1
cg17830716	3
cg09071093	3
cg24720361	46
cg14338062	1
cg15438404	19
cg08984436	1
cg13148824	1
cg07092057	1
cg07708937	1
cg01915196	1
cg03238639	1
cg10651583	1
cg23186534	1
cg09188868	3
cg20416037	1
cg19217692	1
cg22610645	2
cg11654179	1
cg17730484	1
cg11211563	2
cg17295489	1
cg00331508	3
cg24654525	2
cg02364642	3
cg21361094	6
cg03728296	1
cg08820231	1
cg21548005	3
cg16194319	1
cg24750156	1
cg24193855	3
cg20245503	1
cg09855739	2
cg22929808	1
cg09163317	4
cg24905909	1
cg07817320	1
cg08689322	1
cg26411687	1
cg06208615	77
cg14845962	5
cg20424335	3
cg24217894	2
cg12253175	7
cg09596958	1
cg15539944	1
cg23377551	1
cg00769161	4
cg09973986	2
cg22505898	1
cg10932874	2
cg15857731	1
cg19542346	1
cg03249863	13
cg16984335	1
cg24110768	3
cg04321714	1
cg07185038	1
cg05732940	2
cg13289561	1
cg02399098	1
cg04415672	5
cg05342250	1
cg04878072	1
cg06537201	2
cg02763798	1
cg12377816	1
cg04150488	40
cg27219758	12
cg15864733	1
cg09249588	2
cg16317381	5
cg07747008	24
cg10301767	18
cg04799736	3
cg13610138	3
cg12366597	2
cg26934243	11
cg06018748	20
cg10283871	74
cg07252539	71
cg11911454	10
cg11127711	1
cg08367275	1
cg02081427	1
cg07614306	2
cg26353859	34
cg11871280	11
cg17089486	4
cg24211889	2
cg26505158	51
cg11742268	5
cg12715266	5
cg10081664	13
cg12024564	42
cg00089798	4
cg15736338	1
cg05145776	1
cg06438300	1
cg22163130	1
cg01409597	110
cg27552493	168
cg15000998	1
cg18915437	1
cg25061763	1
cg15364276	1
cg02508328	50
cg23118562	1
cg20634382	53
cg22881677	2
cg25235770	18
cg27243624	11
cg11704751	1
cg04774139	6
cg12516059	2
cg26706003	13
cg16191307	21
cg22676191	2
cg23818595	2
cg03529189	13
cg14211977	2
cg09734541	8
cg23503864	1
cg27172057	1
cg20116199	1
cg19115204	2
cg07408211	1
cg08879086	9
cg04466273	1
cg07640083	1
cg00419092	1
cg20351875	3
cg26305717	1
cg15345743	96
cg13042575	1
cg19992375	4
cg12583076	5
cg15058852	4
cg10217503	1
cg18624581	3
cg07951810	1
cg12897799	1
cg03030717	2
cg01969311	3
cg16009877	11
cg10065957	11
cg24166864	1
cg19532959	6
cg11141075	2
cg08002765	76
cg18884271	12
cg10442759	6
cg05697394	39
cg00661947	1
cg01284289	6
cg01904886	17
cg03116409	32
cg05413700	2
cg18215449	2
cg18758900	75
cg23318812	1
cg21233675	10
cg09083947	4
cg24777315	1
cg11970050	1
cg25161912	113
cg02123091	2
cg16965605	3
cg07810733	2
cg18502070	8
cg07690290	1
cg27481639	1
cg04826284	1
cg20985162	1
cg07025478	1
cg10315922	2
cg20162652	12
cg03564661	81
cg00137652	1
cg25934771	2
cg16791601	8
cg10504573	5
cg08013890	1
cg21782017	111
cg10802444	2
cg22912610	1
cg04917576	74
cg09686870	21
cg10950441	12
cg24109415	88
cg23105474	21
cg26038859	1
cg18750937	49
cg16896371	1
cg00060649	1
cg08960352	12
cg02496507	8
cg01940810	2
cg00848007	9
cg05224770	46
cg25697314	6
cg03694077	18
cg14588682	6
cg02020384	21
cg08031211	3
cg15085883	23
cg23918953	2
cg27457339	1
cg06741536	1
cg07344315	4
cg26805606	1
cg03354009	2
cg07220442	1
cg04670913	1
cg02006977	2
cg11603030	1
cg12504957	1
cg01098785	5
cg01202278	6
cg18771034	5
cg02708296	1
cg25192651	1
cg23920917	1
cg11153868	1
cg20736513	1
cg09260225	1
cg00829406	2
cg01988827	3
cg24705380	21
cg14057434	10
cg25055520	5
cg20188676	30
cg14834675	1
cg23591609	6
cg23197881	1
cg06719873	5
cg09147429	25
cg19051238	1
cg04385875	1
cg07985397	2
cg16482226	1
cg04583467	28
cg06491137	10
cg08573295	1
cg26255689	2
cg01432552	76
cg13178766	1
cg25666210	8
cg08241082	42
cg00793088	12
cg27304204	65
cg02965411	7
cg15684563	9
cg04950931	4
cg19871235	2
cg04830629	21
cg05756094	1
cg24373760	1
cg23190164	2
cg07420333	11
cg14303478	50
cg00094036	1
cg03191116	1
cg27495623	1
cg20378199	28
cg10319600	2
cg05505929	1
cg01702652	1
cg02611240	2
cg16051361	1
cg09859456	1
cg04648747	1
cg03565659	1
cg03570920	1
cg03739409	33
cg18701449	4
cg02754084	5
cg25736198	2
cg13499155	1
cg19530293	4
cg20543968	20
cg18440199	1
cg07206053	26
cg14023589	1
cg21155973	5
cg08086949	2
cg27610545	34
cg14905634	22
cg17390890	11
cg21144006	1
cg22232397	1
cg04257969	1
cg23130849	3
cg21057183	3
cg17203063	2
cg11323464	4
cg26074603	4
cg00046815	1
cg04395822	1
cg26343133	11
cg12351126	1
cg02415057	1
cg02789485	1
cg14292619	10
cg19668034	4
cg10942707	1
cg03389111	1
cg26577178	1
cg17834794	23
cg04395071	5
cg12236845	13
cg03898044	1
cg22614027	3
cg07742370	1
cg16493042	14
cg09314702	51
ch.12.74620632F	1
cg15454074	19
cg18085821	5
cg14761901	1
cg02389317	3
cg01626112	2
cg00004773	14
cg26280786	4
cg24759064	18
cg26719549	1
cg26248486	1
cg21363465	1
cg23262918	1
cg25970454	1
cg07946583	1
cg18706841	8
cg26994885	1
cg14538502	16
cg11383347	1
cg00331237	1
cg13517144	20
ch.12.1569034F	1
cg27472102	1
cg10216367	2
cg08985530	34
cg05979241	3
cg08324862	2
cg27094834	6
cg07664061	112
cg07284190	3
cg17202735	6
cg27156236	5
cg05409693	20
cg10439483	21
cg21272713	5
cg03863616	1
cg27663071	39
cg12430457	1
cg19872923	10
cg26642583	8
cg24479328	5
cg18176363	19
cg01576496	1
cg08803490	2
cg14263244	1
cg23550704	7
cg08301493	129
cg05755497	20
cg13189979	6
cg08352786	1
cg22344727	1
cg10807889	31
cg09145629	99
cg09876651	2
cg02554051	10
cg02585417	1
cg14874351	51
cg19347790	155
cg26841483	43
cg03566513	13
cg03208125	5
cg01528542	16
cg25971727	3
cg13273396	2
cg00814614	2
cg19981475	10
cg14906909	5
cg23926820	57
cg20484417	103
cg01578987	1
cg00602783	3
cg07650271	123
cg06623150	2
cg05973922	1
cg23329190	1
cg25803693	1
cg21680208	1
cg22150397	2
cg22125814	18
cg11015833	2
cg02537769	9
cg17391672	3
cg13479215	23
cg00418163	1
cg10866060	3
cg11422092	3
cg09093670	7
cg02492791	2
cg21702506	21
cg07811110	2
cg19686001	1
cg24504927	1
cg16413687	4
cg14996220	5
cg08185798	10
cg18344063	1
cg00321288	1
cg20307598	7
cg16711556	2
cg17824939	1
cg25199108	8
cg01309052	2
cg11557823	4
cg06185657	1
cg03433236	1
cg17311132	92
cg20202792	5
cg27512205	1
cg02919030	1
cg22032532	1
cg05504354	45
cg15424882	44
cg09599740	135
cg07092157	1
cg03614132	177
cg03655049	1
cg26279253	1
cg18181891	1
cg26099158	192
cg10077746	2
cg27365701	43
cg01242903	1
cg26703664	1
cg06705834	1
cg15296664	3
cg13347514	1
cg09743140	1
cg03345628	1
cg16431687	1
cg17128823	2
cg16962463	7
cg21712036	1
cg15104066	2
cg17318990	1
cg22199115	1
cg00363830	1
cg15282731	1
cg02352252	11
cg26835302	6
cg21444421	167
cg19406706	6
cg01043158	5
cg10858752	29
cg20043699	30
cg09910207	11
cg25298596	19
cg13237265	7
cg05179204	1
cg04088433	30
cg06760566	42
cg23781122	36
cg06015439	81
cg22524951	1
cg00094595	8
cg13880111	1
cg03421510	4
cg18210128	1
cg14272049	7
cg19979853	1
cg01511234	18
cg08832851	19
cg04100724	1
cg13003571	16
cg21472050	1
cg04614923	1
cg21717629	13
cg25886621	1
cg05916700	1
cg25448856	1
cg06186940	3
cg12254517	2
cg12056312	6
cg19554457	7
cg19589800	54
cg11957880	1
cg24117442	2
cg08002996	3
cg19007602	2
cg23224120	1
cg22125370	1
cg13027280	19
cg05678498	43
cg07498421	1
cg21359950	10
cg25955126	14
cg21266616	1
cg03861966	1
cg25823926	3
cg05059922	139
cg15582138	5
cg19963684	5
cg13565656	1
cg13488680	3
cg07526042	1
cg17127146	3
cg22433914	2
cg19427600	1
cg05049646	2
cg02639007	1
cg14200609	1
cg05135942	1
cg20137586	1
cg05128808	1
cg20734030	112
cg13372458	1
cg08333283	4
cg00751937	1
cg16372047	1
cg11366788	9
cg25733559	2
cg10593816	2
cg00521314	2
cg13521891	1
cg01246431	21
cg04874286	16
cg25036456	4
cg10917910	20
cg19596177	1
cg04500099	1
cg26576136	1
cg10621809	1
cg14759078	1
cg10705394	1
cg02004021	3
cg11210343	1
cg26381457	1
cg00562976	12
cg26561986	2
cg11069430	5
cg01100322	3
cg19013339	87
cg10964388	73
cg13560030	1
cg16318311	7
cg10205146	7
cg24790471	2
cg12785090	5
cg24004345	6
cg07199951	1
cg08253651	1
cg08113245	2
cg04691425	1
cg05780616	1
cg27366263	3
cg13489694	2
cg05308900	14
cg26855812	1
cg05982274	1
cg25137372	1
cg13106577	1
cg25671716	2
cg04046238	2
cg26911787	6
cg23949524	6
cg15652120	6
cg00761125	23
cg03896792	1
cg12888961	2
cg20697958	5
cg16241062	1
cg11528069	56
cg06128688	3
cg07130150	11
cg06102602	9
cg06222550	1
cg07549630	1
cg14031452	2
cg14282207	14
cg21478105	14
cg17341904	12
cg26389913	41
cg11558875	3
cg10635188	29
cg18701093	4
cg07251046	2
cg14529331	1
cg17967602	2
cg19702383	22
cg04663692	17
cg27315341	15
cg09059250	29
cg10305969	17
cg08993878	14
cg13880113	2
ch.12.96843545R	1
cg02665843	8
cg04003264	5
cg11139074	1
cg05377214	6
cg20993011	10
cg23471612	1
cg12706235	1
cg22261158	1
cg13505705	1
cg11694641	1
cg16711096	2
cg19196182	1
cg09254001	1
cg17525003	1
cg07537021	2
cg14872956	1
cg12944944	3
cg12391352	2
cg27458485	1
cg25188975	3
cg27245185	2
cg03501666	3
cg06312072	62
cg00351735	11
cg01782711	8
cg12098750	59
cg14195216	2
cg05375333	59
cg08287791	1
cg03657350	1
cg18202562	5
cg16807101	1
cg17316564	1
cg02920992	1
cg24330650	4
cg19341919	1
cg04939522	1
cg00844589	1
cg02430089	1
cg17679455	2
cg19356346	2
cg13861294	30
cg24446178	1
cg15381313	1
cg18874332	8
cg03771004	21
cg08098450	81
cg01202639	3
cg27529628	1
cg13069247	3
cg04851712	2
cg25027699	7
cg10812526	9
cg03408359	17
cg00605628	4
cg18813959	1
cg26490054	1
cg04339424	1
cg07332734	1
cg12159992	2
cg12924262	3
cg27405946	12
cg12395649	3
cg00136105	1
cg01687189	1
cg27126429	1
cg19722371	1
cg19048863	1
cg12380609	1
cg10806483	2
cg24826236	4
cg23099157	1
cg24737639	1
cg08085165	1
cg26439759	1
cg06026375	6
cg23046919	24
cg12742178	84
cg11612617	1
cg25163611	4
cg14790817	7
cg17086139	10
cg07794981	4
cg27576982	2
cg20681948	1
cg06416733	3
cg22154024	1
cg25734490	2
cg07691152	1
cg19260084	2
cg10700564	3
cg02246645	1
cg00799539	2
cg18638018	10
cg03239178	2
cg04745673	1
cg27663938	1
cg20067526	7
cg12814529	1
cg06824277	6
cg11010909	2
cg23227824	2
cg13303475	1
cg21837372	1
cg21863207	1
cg06462291	2
cg04710628	2
cg25714326	42
cg16721177	1
cg09809567	1
cg17475063	8
cg13451220	1
cg18759110	10
cg05503349	1
cg15582257	1
cg02340615	1
cg14290287	1
cg13229026	1
cg12166806	1
cg19722698	21
cg21234561	2
cg10572274	2
cg12411093	1
cg05119480	1
cg03808158	10
cg21548032	3
cg12883014	33
cg20278154	74
cg02575406	7
cg03318667	3
cg10441497	3
cg07295775	1
cg06930722	1
cg20883723	6
cg22154485	1
cg22673901	1
cg25635544	11
cg02329494	2
cg10437627	1
cg16874634	3
cg14255981	2
cg21331473	1
cg22974804	2
cg05583240	1
cg20234947	4
cg07456485	1
cg16204509	1
cg03531778	1
cg13622209	1
cg20046388	1
cg24630957	3
cg19759923	1
cg16453673	18
cg18698431	13
cg17855222	55
ch.12.104817561R	3
cg02479305	2
cg22764639	4
cg22574569	2
cg12433395	1
cg23555120	1
cg05687834	2
cg16477426	1
cg14628108	31
ch.12.2105166R	1
cg09239756	2
cg00173435	1
cg25575349	1
cg23222406	18
cg24412848	5
cg11914902	7
cg24266542	1
cg22576629	1
cg00141929	2
cg10790429	1
cg09774007	1
cg10040329	1
cg18075315	1
cg02874031	3
cg26400835	5
cg02469539	16
cg12053762	1
cg16037021	1
cg16848054	2
cg02128625	41
cg07197522	1
cg06496078	1
cg26011809	1
cg04404603	1
cg00093956	7
cg07730007	1
cg10574483	1
cg11146884	1
cg24124443	1
cg09652427	2
cg24966575	1
cg06293339	1
cg00170564	1
cg26718640	1
cg19234613	2
cg11362622	16
cg26986210	6
cg23542328	20
cg21500895	2
cg11711057	2
cg02011789	1
cg17677842	3
cg06196926	1
cg00090609	1
cg20318358	1
cg20173428	2
cg16273009	161
cg13721169	9
cg24856726	2
cg27297576	1
cg12113984	1
cg20893031	2
cg22330512	1
cg03626024	2
cg22434835	2
cg06837568	2
cg16264722	4
cg26329192	23
cg12142354	1
cg25832824	1
cg03408433	1
cg12993543	4
cg20719304	10
cg22022566	1
cg12666166	2
cg11081703	1
cg18638793	1
cg26330076	2
cg11847805	3
cg03827423	1
cg23951927	3
cg19162598	1
cg13381718	2
cg03196745	2
cg22277972	2
cg23429240	8
cg26544458	73
cg05233670	38
cg16646466	1
cg10653163	1
cg19508191	14
cg18041884	1
cg03737585	1
cg15838833	1
cg21616405	1
cg25632883	4
cg18037826	1
cg19552565	5
cg22449795	1
cg12535380	1
cg00364557	11
cg25746746	1
cg00203594	1
cg11836012	2
cg20495247	1
cg16727585	1
cg24284369	1
cg02792794	2
cg16188537	1
cg02011639	1
cg07480495	5
cg01779747	3
cg11906361	1
cg18594332	1
cg02891200	2
cg11130630	66
cg14082658	1
cg11155082	2
cg21593513	4
cg15360771	2
cg13234997	1
cg12104764	1
cg11967675	1
cg23601127	1
cg09009474	1
cg14683036	1
cg13986417	2
cg10504392	2
cg25695568	1
cg19698572	2
cg14476397	1
cg18631201	1
cg25330514	1
cg02351381	1
cg07658702	1
cg21080710	1
cg00050496	6
cg15630645	1
cg12225949	3
cg26829990	1
cg23394510	11
cg19651935	1
cg27274463	1
cg04020999	1
cg08573038	13
cg27069285	19
cg27033198	1
cg06139281	1
cg10418716	2
cg20606279	1
cg22742001	2
cg14864773	1
cg16616734	1
cg07952040	1
cg24289501	1
cg04965246	1
cg11930390	27
cg04682192	1
ch.12.109182886F	1
cg04235146	1
cg18825539	1
cg04020792	1
cg23807570	1
cg00759707	5
cg16085611	1
cg27414512	1
cg04062907	2
cg01511682	1
cg23679478	1
cg12223253	14
cg13857707	1
cg07301004	2
cg10649138	1
cg01061553	13
cg15991862	1
cg24588599	1
cg10025392	1
cg15531235	2
cg21605021	2
cg12803195	2
cg08752433	2
cg20703320	2
cg11897690	1
cg05703344	3
cg11961237	1
cg10453481	4
cg08975323	1
cg06980169	3
cg24630164	1
cg20547015	36
cg02855409	1
cg22936457	1
cg05158074	8
cg09578254	1
cg26019563	2
cg10591174	126
cg21839856	2
cg24703420	1
cg08799809	2
cg01032359	2
cg25752163	9
cg17420983	2
cg03352776	3
cg17190608	2
cg27639268	19
cg10535597	3
cg08944961	4
cg20108695	2
cg21426559	1
cg26416887	2
cg00807464	1
cg23489038	1
cg06815950	6
cg13546321	9
cg24309040	1
cg22504024	1
cg04395875	1
cg20525229	1
cg26875655	1
cg17125804	2
cg23300267	91
cg09214953	1
cg03874539	1
cg19993006	1
cg27002516	1
cg07640390	1
cg02856952	1
cg02853954	1
cg26214026	2
cg22735612	1
cg11220641	3
cg16260572	1
cg15908398	2
cg02849750	8
cg18108237	3
cg10458080	2
cg10449070	1
cg05054438	1
cg05212570	3
cg09743009	1
cg08975828	1
cg16263661	2
cg01008004	1
cg25348927	1
cg05489292	2
cg16868784	62
cg03915846	1
cg17301248	25
cg18700744	1
cg20979926	1
cg07706687	1
cg19878849	1
cg04001726	1
cg11756029	4
cg17334719	1
cg19026859	184
cg10069827	2
cg17453780	3
cg11596863	1
cg23596620	4
cg09384610	3
cg12681402	9
cg04708790	1
cg18120998	1
cg25800166	5
cg19743522	1
cg01313387	27
cg05689110	4
cg23736843	2
cg25815027	1
cg05139152	1
cg08109571	3
cg05900810	1
cg20166714	1
cg19897003	2
cg15033653	1
cg00990385	1
cg15168615	1
cg22252931	1
cg05755906	1
cg25940517	2
cg13393195	1
cg14215464	1
cg10749618	1
cg12951726	1
cg22633941	8
cg08042432	1
cg18072814	3
cg11213520	2
cg05141147	1
cg02328332	1
cg14868703	31
cg23497704	8
cg06823672	1
cg08228439	2
cg09432902	2
cg21962423	6
cg13131185	4
cg03417559	2
cg06867377	2
cg17386057	1
cg23817169	2
cg11854659	1
cg23687603	1
cg05165935	2
cg09440866	33
cg17847723	7
cg15320905	1
cg16397032	8
cg05513274	4
cg24771877	1
cg25644321	2
cg15008124	1
cg09324706	1
cg06878726	1
cg13127800	1
cg11813512	69
cg11654321	2
cg10233830	2
cg14761514	1
cg15466176	24
cg25556579	80
cg14126466	3
cg08900101	2
cg09233651	2
cg06911121	16
cg02712224	1
cg16805360	1
cg26196480	1
cg10281002	2
cg09701682	1
cg01184975	1
cg11691561	1
cg18470839	5
cg22799141	5
cg09158745	1
cg01584087	1
cg02862505	2
cg26343001	1
cg14987787	1
cg11246938	1
cg12530050	1
cg21229570	1
cg16406892	1
cg13829104	61
cg18673726	5
cg10967023	1
cg27125044	4
cg00661970	1
cg05398903	1
cg13078381	6
cg10297792	2
cg23424407	9
cg06530563	1
cg05574357	1
cg17173663	13
cg14793406	9
cg19248676	3
cg00998124	1
cg07545317	1
cg06614611	5
cg23257502	1
cg10030843	2
cg10102897	1
cg18882486	1
cg19872222	1
cg24172291	4
cg08801710	3
cg18477001	3
cg17847749	3
cg04975653	10
cg02533281	31
cg01626895	3
cg12099990	2
cg18087803	1
cg19685229	6
cg15877399	3
cg04583341	1
cg27656459	2
cg01264705	5
cg19641325	1
cg02483204	1
cg16726706	1
cg19320803	6
cg09627874	1
cg18812668	1
cg12078937	7
cg23126203	1
cg06308258	38
cg19771748	1
cg05513226	1
cg03723001	5
cg19395684	13
cg06927297	1
cg25764256	1
cg05417285	1
cg00673202	1
cg11799704	19
cg04346366	1
cg15819918	19
cg21337717	5
cg21334598	2
cg03926166	1
cg00665971	1
cg09184853	6
cg21698790	7
cg13296916	1
cg27257679	1
cg06768361	1
cg22517925	1
cg24485820	2
cg01073178	2
cg23336139	1
cg06285921	266
cg05705812	1
cg06609997	7
cg13713537	3
cg04529785	2
cg04883903	1
cg21273407	5
cg06296759	2
cg03159877	2
cg25351550	1
cg09293737	19
cg05658717	1
cg00791253	5
cg03033080	1
cg01295673	3
cg07663496	1
cg04910149	18
cg13883939	6
cg13698153	1
cg01785706	6
cg02661886	1
cg13032018	5
cg06417225	1
cg09949152	1
cg20353780	11
cg17627898	1
cg10934821	1
cg00545573	1
cg00887547	1
cg26331945	1
cg12555810	2
cg22125805	1
cg14135814	1
cg01070209	4
cg15348869	2
cg26649752	1
cg01750714	2
cg15341350	4
cg27106959	1
cg12689803	2
cg18201871	66
cg01254303	1
cg00700239	2
cg27469154	4
cg16425829	2
