ID	gene name	aliases	pubmed count
102465976	MIR6807	hsa-mir-6807	0
102465977	MIR6829	hsa-mir-6829	0
102465978	MIR6850	hsa-mir-6850	0
102465985	MIR6511B2	MIR6511B-2|hsa-mir-6511b-2	0
102465993	MIR7847	hsa-mir-7847	0
102465995	MIR8081	hsa-mir-8081	0
102466081	MIR5739	hsa-mir-5739	0
102466103	MIR6075	hsa-mir-6075	0
102466104	MIR6090	hsa-mir-6090	0
102466162	MIR548AZ	hsa-mir-548az	0
102466189	MIR6715A	hsa-mir-6715a	2
102466190	MIR6721	hsa-mir-6721|mir-6721	0
102466191	MIR6736	hsa-mir-6736	0
102466192	MIR6750	hsa-mir-6750	0
102466193	MIR6757	hsa-mir-6757	0
102466194	MIR6773	hsa-mir-6773	0
102466195	MIR6780A	hsa-mir-6780a	0
102466196	MIR6794	hsa-mir-6794	2
102466197	MIR6810	hsa-mir-6810	0
102466198	MIR6817	hsa-mir-6817	0
102466199	MIR6825	hsa-mir-6825	0
102466200	MIR6844	hsa-mir-6844	0
102466201	MIR6853	hsa-mir-6853	0
102466202	MIR6769B	hsa-mir-6769b	2
102466203	MIR6874	hsa-mir-6874	0
102466204	MIR6880	hsa-mir-6880	0
102466205	MIR6887	hsa-mir-6887	0
102466222	MIR7106	hsa-mir-7106	0
102466223	MIR7114	hsa-mir-7114	0
102466225	MIR6077	MIR6077-1|MIR6077-2|hsa-mir-6077|hsa-mir-6077-1|hsa-mir-6077-2	0
102466227	MIR7162	hsa-mir-7162	0
102466235	MIR7515	hsa-mir-7515	4
102466247	MIR1273H	hsa-mir-1273h	0
102466250	MIR7973-1	hsa-mir-7973-1	0
102466251	MIR8061	hsa-mir-8061	0
102466252	MIR8069-1	MIR8069|hsa-mir-8069|hsa-mir-8069-1	0
102466253	MIR8076	hsa-mir-8076	0
102466259	MIR6770-3	hsa-mir-6770-3	0
102466268	MIR6511A1	MIR6511A-1|hsa-mir-6511a-1	0
102466270	MIR6741	hsa-mir-6741	0
102466271	MIR6893	hsa-mir-6893	0
102466515	MIR1199	hsa-mir-1199	3
102466516	MIR6071	hsa-mir-6071	0
102466518	MIR6081	hsa-mir-6081	0
102466519	MIR6086	hsa-mir-6086	0
102466615	MIR6127	hsa-mir-6127	2
102466616	MIR6132	hsa-mir-6132	2
102466656	MIR6500	hsa-mir-6500	0
102466657	MIR6505	hsa-mir-6505|mir-6505	4
102466658	MIR6510	hsa-mir-6510|mir-6510	0
102466659	MIR6515	hsa-mir-6515|mir-6515	0
102466719	MIR6716	hsa-mir-6716	0
102466720	MIR6720	hsa-mir-6720|mir-6720	0
102466721	MIR892C	hsa-mir-892c	2
102466722	MIR6730	hsa-mir-6730	0
102466723	MIR6734	hsa-mir-6734	0
102466724	MIR6739	hsa-mir-6739	0
102466725	MIR6744	hsa-mir-6744	0
102466726	MIR6745	hsa-mir-6745	0
102466727	MIR6749	hsa-mir-6749	0
102466728	MIR6754	hsa-mir-6754	0
102466729	MIR6759	hsa-mir-6759	0
102466730	MIR6764	hsa-mir-6764	0
102466731	MIR6769A	hsa-mir-6769a	0
102466732	MIR6774	hsa-mir-6774	0
102466733	MIR6778	hsa-mir-6778	0
102466734	MIR6783	hsa-mir-6783	0
102466735	MIR6788	hsa-mir-6788	0
102466736	MIR6789	hsa-mir-6789	0
102466737	MIR6793	hsa-mir-6793	0
102466738	MIR6798	hsa-mir-6798	0
102466739	MIR6803	hsa-mir-6803	3
102466740	MIR6808	hsa-mir-6808	0
102466741	MIR6813	hsa-mir-6813	0
102466742	MIR6818	hsa-mir-6818	0
102466743	MIR6822	hsa-mir-6822	0
102466744	MIR6827	hsa-mir-6827	3
102466745	MIR6832	hsa-mir-6832	3
102466746	MIR6780B	hsa-mir-6780b	0
102466747	MIR6840	hsa-mir-6840	0
102466748	MIR6845	hsa-mir-6845	0
102466749	MIR6849	hsa-mir-6849	0
102466750	MIR6855	hsa-mir-6855	0
102466751	MIR6859-1	hsa-mir-6859-1	0
102466752	MIR6863	hsa-mir-6863	0
102466753	MIR6868	hsa-mir-6868	0
102466754	MIR6873	hsa-mir-6873	0
102466755	MIR6875	hsa-mir-6875	0
102466756	MIR6879	hsa-mir-6879	0
102466757	MIR6884	hsa-mir-6884	0
102466758	MIR6889	hsa-mir-6889	0
102466759	MIR6894	hsa-mir-6894	0
102466806	MIR7108	hsa-mir-7108	0
102466812	MIR6511A2	MIR6511A-2|hsa-mir-6511a-2	0
102466814	MIR7151	hsa-mir-7151	0
102466815	MIR7155	hsa-mir-7155	0
102466816	MIR7159	hsa-mir-7159	0
102466854	MIR7705	hsa-mir-7705	3
102466864	MIR6516	hsa-mir-6516	2
102466865	MIR7848	hsa-mir-7848	0
102466866	MIR7853	hsa-mir-7853	0
102466872	MIR7975	hsa-mir-7975	0
102466873	MIR8052	hsa-mir-8052	0
102466874	MIR8057	hsa-mir-8057	0
102466875	MIR8063	hsa-mir-8063	0
102466876	MIR8068	hsa-mir-8068	0
102466877	MIR8072	hsa-mir-8072	0
102466878	MIR8078	hsa-mir-8078	0
102466879	MIR8083	hsa-mir-8083	0
102466880	MIR8088	hsa-mir-8088	0
102466889	MIR8071-2	hsa-mir-8071-2	0
102466906	MIR6124	hsa-mir-6124	0
102466911	MIR6785	hsa-mir-6785	0
102466912	MIR6871	hsa-mir-6871	3
102466918	MIR8059	hsa-mir-8059	0
102466953	MIR6082	hsa-mir-6082	0
102466967	MIR6130	hsa-mir-6130	2
102466972	MIR6508	hsa-mir-6508	0
102466982	MIR6729	hsa-mir-6729	0
102466983	MIR6766	hsa-mir-6766	0
102466984	MIR6801	hsa-mir-6801	2
102466985	MIR6837	hsa-mir-6837	0
102466986	MIR6866	hsa-mir-6866	0
102466995	MIR7156	hsa-mir-7156	0
102467003	MIR7851	hsa-mir-7851	0
102467004	MIR8053	hsa-mir-8053	0
102467005	MIR8084	hsa-mir-8084	0
102467073	PDCD6-DT	HRAT5	0
102467074	LINC01377	-	0
102467075	LINC01017	-	0
102467077	LINC00603	-	1
102467079	LINC02180	-	0
102467080	LINC02998	-	0
102467081	LOC102467081	-	0
102467146	MAFTRR	linc-MAF-4|lincMAF4	0
102467147	LINC01948	-	0
102467212	LINC02115	-	0
102467213	LINC01950	-	0
102467214	LINC02200	-	0
102467216	LOC102467216	-	0
102467217	LOC102467217	-	0
102467222	LINC03023	-	0
102467223	LINC02214	-	0
102467224	LINC02147	-	0
102467225	LINC02215	-	0
102467226	LOC102467226	-	0
102467655	LINC02219	-	0
102477328	LINC02056	-	0
102503427	LOC102503427	-	0
102503429	LINC01335	-	0
102524628	RASGRF2-AS1	-	0
102546175	LINC01338	-	0
102546226	LINC02060	-	0
102546227	LINC01340	-	0
102546228	LINC02039	-	0
102546229	LINC02999	-	0
102546294	FBXO38-DT	-	0
102546298	NDST1-AS1	-	0
102546299	LOC102546299	-	0
102557615	LINC01947	CTB-7E3.1	0
102577424	LINC01574	HI-LNC12	0
102577426	LINC01962	-	0
102578074	PCAT5	LINC01452|TPCAT-10-36067	0
102606463	LINC01152	CMPD|TCONS_00025128	0
102606465	DPH5-DT	-	0
102606466	LOC102606466	-	0
102659288	LINC02888	KCCAT333	0
102659353	THRIL	BRI3BP-AS1|BRI3BPAS1|Linc1992|TCONS_00020260	14
102682016	LINC01159	linc-Brn1b	0
102723099	GHET1	lncRNA-GHET1	29
102723165	LINC01169	-	0
102723166	STAM-DT	STAM-AS1|locus3182	0
102723167	MIR133A1HG	MIR1-2HG	5
102723305	LOC102723305	-	0
102723313	LOC102723313	-	0
102723318	LINC01053	-	0
102723320	CERS3-AS1	-	0
102723321	LOC102723321	-	0
102723322	E2F5-DT	-	0
102723323	LOC102723323	-	0
102723324	LOC102723324	-	0
102723330	LINC02729	-	0
102723331	LOC102723331	-	0
102723332	LINC00412	-	0
102723334	LOC102723334	-	0
102723335	LOC102723335	-	0
102723338	LOC102723338	-	0
102723339	LOC102723339	-	0
102723340	LOC102723340	-	0
102723341	LOC102723341	-	0
102723342	LOC102723342	-	0
102723344	LINC02568	-	1
102723345	LOC102723345	-	0
102723346	HCG21	NCRNA00150	0
102723347	LOC102723347	-	0
102723348	LOC102723348	-	0
102723350	LINC02636	-	0
102723354	LINC02298	-	0
102723356	ZFPM2-AS1	SCAT3	18
102723360	LOC102723360	-	0
102723362	LINC01884	-	0
102723364	LOC102723364	-	0
102723368	LOC102723368	-	0
102723370	LOC102723370	-	0
102723373	LOC102723373	-	0
102723376	LOC102723376	-	0
102723377	CDH23-AS1	C10orf106|NCRNA00223|bA327E2.3	0
102723378	LINC01495	-	0
102723380	LOC102723380	-	0
102723381	LOC102723381	-	0
102723382	LOC102723382	-	0
102723385	COQ7-DT	-	0
102723389	LOC102723389	-	0
102723392	LOC102723392	-	0
102723393	LOC102723393	-	0
102723395	LOC102723395	-	0
102723396	LOC102723396	-	0
102723401	LOC102723401	-	0
102723403	LOC102723403	-	0
102723406	LOC102723406	-	0
102723407	LOC102723407	IGH|IGH@|IGHV4|IGHV4-30|IGHV4-38-2|IGHV4-b|IGVH|IGVH4-39|IGVH4-b|IGVH4b|IgA|IgT|ighv	0
102723409	LOC102723409	-	0
102723413	LOC102723413	-	0
102723414	LOC102723414	-	0
102723426	LINC01496	-	0
102723427	LOC102723427	-	0
102723430	LOC102723430	-	0
102723436	LOC102723436	-	0
102723439	LOC102723439	-	0
102723441	CTD-2154B17.1	-	0
102723442	LINC01754	-	0
102723444	LOC102723444	-	0
102723445	LOC102723445	-	0
102723446	LOC102723446	-	0
102723447	LOC102723447	-	0
102723448	LINC01986	-	0
102723451	LOC102723451	FAM243B	0
102723458	LOC102723458	-	0
102723461	LOC102723461	-	0
102723464	LOC102723464	-	0
102723465	ELF3-AS1	SCAT7	9
102723471	LHX1-DT	lnc-ACACA-1	0
102723475	LOC102723475	KCNE1B	0
102723480	LOC102723480	-	0
102723481	SMASR	LINC02206	0
102723483	CSE1L-DT	CSE1L-AS1	0
102723487	LINC01497	-	0
102723490	LOC102723490	-	0
102723493	SMAD3-DT	-	0
102723502	LOC102723502	-	0
102723505	ROCR	LINC02095	3
102723506	LOC102723506	-	0
102723508	KANTR	LINC01155|Spasm	3
102723510	LCMT1-AS1	-	0
102723512	LOC102723512	-	0
102723513	ZNF30-AS1	-	0
102723516	LOC102723516	-	0
102723517	LOC102723517	-	0
102723525	LINC02498	-	0
102723526	LINC02218	-	0
102723529	LOC102723529	-	0
102723530	LOC102723530	-	0
102723532	LOC102723532	-	0
102723533	LOC102723533	-	0
102723536	LOC102723536	-	0
102723543	LOC102723543	-	0
102723544	LOC102723544	-	0
102723546	LOC102723546	-	0
102723547	CSAG2	CSAG3B|CT24.2|TRAG-3|TRAG3	22
102723548	PAQR5-DT	-	0
102723553	LOC102723553	SMIM11B	3
102723555	SPDYE16	-	5
102723557	LMNB1-DT	-	0
102723560	LOC102723560	-	0
102723561	LOC102723561	-	0
102723562	LINC01498	-	0
102723564	LOC102723564	-	0
102723566	LOC102723566	-	0
102723567	LINC02074	-	0
102723568	LOC102723568	-	0
102723573	LOC102723573	-	0
102723575	LOC102723575	-	0
102723576	LOC102723576	-	0
102723578	LINC01440	-	0
102723582	WDR5B-DT	-	0
102723590	BMP7-AS1	-	0
102723591	PLXNB3-AS1	-	0
102723594	LOC102723594	-	0
102723596	LOC102723596	-	0
102723604	LOC102723604	-	0
102723605	LINC01445	-	0
102723608	LOC102723608	-	0
102723617	LINC01766	-	0
102723619	ATXN2-AS	-	1
102723623	GOLGA6L26	-	0
102723624	LOC102723624	-	0
102723629	LINC02677	-	0
102723631	CT45A10	CT45-5|CT45A5	8
102723633	LOC102723633	-	0
102723635	LOC102723635	-	0
102723636	LOC102723636	-	0
102723638	LOC102723638	-	0
102723639	LOC102723639	-	0
102723640	LINC02259	-	0
102723641	HID1-AS1	-	0
102723644	LINC01499	-	0
102723648	BRPF3-AS1	-	0
102723649	LINC03004	-	0
102723654	LOC102723654	-	0
102723655	LOC102723655	TP53TG3|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3E|TP53TG3F	0
102723656	LOC102723656	-	0
102723657	LOC102723657	-	0
102723661	LINC02790	-	0
102723663	LOC102723663	-	0
102723665	LOC102723665	-	0
102723670	LOC102723670	-	0
102723672	LINC03015	-	0
102723675	LOC102723675	-	0
102723678	LOC102723678	-	0
102723680	CT45A9	CT45-2|CT45A2|CT45A8	3
102723684	LOC102723684	-	0
102723686	LOC102723686	-	0
102723690	LOC102723690	-	0
102723692	LOC102723692	-	0
102723694	MIR30DHG	-	0
102723696	LOC102723696	-	0
102723699	LINC02284	-	0
102723701	LOC102723701	-	0
102723704	LOC102723704	-	0
102723708	LOC102723708	-	0
102723709	LOC102723709	-	0
102723713	LOC102723713	TP53TG3|TP53TG3A|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3E|TP53TG3F	0
102723714	LOC102723714	-	0
102723716	LOC102723716	-	0
102723722	LOC102723722	-	0
102723724	LOC102723724	-	0
102723725	LOC102723725	-	0
102723727	LPGAT1-AS1	-	0
102723728	LOC102723728	-	0
102723729	GPAT4-AS1	-	1
102723730	LOC102723730	-	0
102723733	LOC102723733	-	0
102723737	CT45A8	CT45-2|CT45A2|CT45A9	4
102723739	LOC102723739	-	0
102723740	LOC102723740	-	0
102723741	LINC02863	-	0
102723742	LINC01500	-	0
102723749	LOC102723749	-	0
102723750	LOC102723750	-	0
102723752	LOC102723752	-	0
102723757	SLC38A2-AS1	-	0
102723758	LOC102723758	-	0
102723759	LOC102723759	-	0
102723760	LOC102723760	-	0
102723761	LINC02773	-	0
102723763	LOC102723763	-	0
102723764	LINC02364	-	0
102723765	LOC102723765	-	0
102723766	LINC02362	-	1
102723769	LOC102723769	-	0
102723775	LINC01315	C22orf32-1|lnc-C22orf32-1	6
102723778	LINC02497	-	0
102723784	LOC102723784	-	0
102723786	LOC102723786	-	0
102723789	LOC102723789	-	0
102723791	LOC102723791	-	0
102723795	LOC102723795	-	0
102723796	TLE7	chico	1
102723798	LOC102723798	-	0
102723803	LOC102723803	-	0
102723809	HSPA2-AS1	-	0
102723811	LOC102723811	-	0
102723814	LOC102723814	-	0
102723817	CNIH3-AS2	-	0
102723818	LINC01248	-	0
102723819	LOC102723819	-	0
102723824	EML4-AS1	-	0
102723825	LOC102723825	-	0
102723828	LINC02506	-	0
102723831	LOC102723831	-	0
102723833	USH2A-AS2	-	0
102723834	LOC102723834	-	0
102723838	LOC102723838	-	0
102723839	LINC02224	BRCAT107	0
102723840	LOC102723840	-	0
102723841	LOC102723841	-	0
102723842	LOC102723842	-	0
102723846	LOC102723846	-	0
102723847	LOC102723847	-	0
102723849	SPDYE17	-	0
102723851	LOC102723851	-	0
102723854	LINC01819	KPRT4|LINC02590	0
102723855	LOC102723855	-	0
102723859	TBC1D3E	PRC17|TBC1D3|TBC1D3A|TBC1DE3	4
102723862	LOC102723862	-	0
102723869	LOC102723869	-	0
102723870	LOC102723870	-	0
102723872	LOC102723872	-	0
102723875	LINC01065	-	0
102723876	LOC102723876	-	0
102723878	LOC102723878	-	0
102723879	LOC102723879	-	0
102723883	LOC102723883	-	0
102723885	SRI-AS1	-	0
102723886	LYPLAL1-AS1	-	0
102723890	LOC102723890	-	0
102723895	LINC02552	-	0
102723896	LOC102723896	-	0
102723899	PTTG1IP2	-	0
102723904	LOC102723904	-	0
102723906	LOC102723906	-	0
102723910	LOC102723910	-	0
102723911	LOC102723911	-	0
102723914	LOC102723914	-	0
102723920	LINC02515	-	0
102723924	LOC102723924	-	0
102723927	LINC01238	-	0
102723932	LNCARSR	lnc-TALC	11
102723933	LOC102723933	-	0
102723934	LOC102723934	-	0
102723935	LOC102723935	-	0
102723944	LOC102723944	-	0
102723948	LOC102723948	-	0
102723952	UBE2V1P16	-	0
102723966	LOC102723966	-	0
102723967	LOC102723967	-	0
102723968	LOC102723968	-	0
102723971	LOC102723971	-	0
102723985	LOC102723985	-	0
102723989	FRMD3-AS1	-	0
102723994	LOC102723994	-	0
102723996	LOC102723996	-	0
102724000	LINC01626	-	0
102724001	LINC01418	-	0
102724008	LOC102724008	-	0
102724009	KIF1C-AS1	-	0
102724014	LOC102724014	-	0
102724015	SIPA1L1-AS1	-	0
102724019	LOC102724019	-	0
102724020	LOC102724020	-	0
102724023	LOC102724023	GATD3B|KNP-I	10
102724027	LOC102724027	-	0
102724030	LOC102724030	-	0
102724034	LOC102724034	-	0
102724036	LOC102724036	-	0
102724039	LINC02654	-	0
102724046	LOC102724046	-	0
102724047	WWOX-AS1	-	3
102724048	LOC102724048	-	0
102724050	GPR84-AS1	-	0
102724052	LOC102724052	-	0
102724053	LINC02529	-	0
102724058	LOC102724058	-	0
102724064	B4GAT1-DT	-	0
102724068	LOC102724068	-	0
102724072	LOC102724072	-	0
102724076	LINC01038	-	0
102724077	LINC01389	-	0
102724078	LOC102724078	-	0
102724080	LOC102724080	-	0
102724081	LOC102724081	-	0
102724082	LOC102724082	-	0
102724084	DYNLRB2-AS1	-	0
102724087	LOC102724087	-	0
102724094	MUC12-AS1	-	0
102724096	LOC102724096	-	0
102724097	TTC39A-AS1	-	0
102724100	SLC35F3-AS1	-	0
102724101	TP53TG3E	TP53TG3|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3F	1
102724102	LOC102724102	-	0
102724104	LOC102724104	-	0
102724105	ZNF528-AS1	-	0
102724117	LOC102724117	-	0
102724120	LOC102724120	-	0
102724122	LOC102724122	-	0
102724127	TP53TG3F	TP53TG3|TP53TG3B|TP53TG3C|TP53TG3D|TP53TG3E	1
102724130	LINC02564	-	0
102724142	LOC102724142	-	0
102724145	LOC102724145	-	0
102724146	LOC102724146	-	0
102724149	LOC102724149	-	0
102724150	LOC102724150	-	0
102724151	LOC102724151	-	0
102724152	LOC102724152	-	0
102724153	FLVCR2-AS1	-	0
102724156	LINC03026	-	0
102724158	LOC102724158	-	0
102724159	LOC102724159	-	16
102724163	CDH13-AS2	-	0
102724165	LINC02703	-	0
102724167	PABPC5-AS1	CXorf46	0
102724168	LINC02542	-	0
102724183	LOC102724183	-	0
102724188	LINC01674	-	0
102724190	LINC02289	-	0
102724193	LOC102724193	-	0
102724194	LOC102724194	-	0
102724197	LOC102724197	GGT2	0
102724200	LOC102724200	-	0
102724201	TBX18-AS1	-	0
102724202	LOC102724202	-	0
102724207	LOC102724207	-	0
102724208	LINC01900	-	0
102724210	LOC102724210	-	0
102724214	LOC102724214	-	0
102724219	LOC102724219	-	0
102724220	LOC102724220	-	0
102724222	LOC102724222	-	0
102724224	LINC01117	-	0
102724227	LOC102724227	-	0
102724233	LINC02576	-	0
102724234	LOC102724234	-	0
102724238	FAM88C	Lnc-PPRL	0
102724245	LOC102724245	-	0
102724246	TTC39C-AS1	-	0
102724250	LOC102724250	-	0
102724253	LOC102724253	-	0
102724261	LOC102724261	-	0
102724262	LOC102724262	-	0
102724264	LINC02658	-	0
102724265	LINC02953	-	3
102724273	LOC102724273	-	0
102724288	LOC102724288	-	0
102724289	LOC102724289	-	0
102724290	LOC102724290	-	0
102724294	LINC02311	-	0
102724297	CCR5AS	-	0
102724301	NECTIN1-DT	-	0
102724307	CYP17A1-AS1	CYP17A1OS|bA753C18.3	0
102724312	LINC01770	-	0
102724316	SVIL-AS1	-	0
102724319	LOC102724319	-	0
102724321	LINC01628	-	0
102724322	LOC102724322	-	0
102724323	LOC102724323	-	0
102724327	LOC102724327	-	0
102724329	ATF6-DT	-	0
102724330	PCMTD1-DT	-	0
102724333	LOC102724333	-	0
102724334	LOC102724334	-	8
102724338	LINC02305	-	0
102724339	CTB-30L5.1	-	0
102724340	LOC102724340	-	1
102724341	NEURL1-AS1	-	0
102724344	LINC02188	-	0
102724350	LINC02637	-	0
102724351	LOC102724351	-	0
102724354	LOC102724354	LINC01669	0
102724355	LOC102724355	-	0
102724357	LOC102724357	-	0
102724358	UAP1-DT	-	0
102724360	HOMER3-AS1	-	0
102724362	SPINT1-AS1	-	0
102724363	LOC102724363	-	0
102724368	LINC02585	CELSR3-AS1	0
102724370	LOC102724370	-	0
102724373	LINC02831	-	0
102724378	LOC102724378	-	0
102724379	LOC102724379	-	0
102724380	LINC02316	-	0
102724382	LOC102724382	-	0
102724386	LINC01393	-	0
102724389	LOC102724389	-	0
102724392	LINC02197	-	0
102724397	TWSG1-DT	-	0
102724398	CH507-42P11.6	-	0
102724404	NIPAL4-DT	-	0
102724406	SIM1-AS1	-	0
102724407	LOC102724407	-	0
102724410	LOC102724410	-	0
102724416	LOC102724416	-	0
102724417	LOC102724417	-	0
102724419	LOC102724419	-	0
102724421	LOC102724421	-	0
102724427	LOC102724427	-	0
102724428	LOC102724428	SIK|SIK-1|SIK1|SIK1B|SNF1LK	3
102724429	LOC102724429	-	0
102724431	LOC102724431	-	0
102724433	LINC02420	-	0
102724434	LOC102724434	-	0
102724439	LOC102724439	-	0
102724443	LOC102724443	-	0
102724446	LOC102724446	-	0
102724449	SOD1-DT	-	0
102724450	RNF207-AS1	-	0
102724452	LOC102724452	-	0
102724458	LOC102724458	-	0
102724463	LOC102724463	-	0
102724465	LOC102724465	-	0
102724467	LOC102724467	-	0
102724470	LINC01887	-	0
102724473	GAGE10	GAGE-10	5
102724474	LOC102724474	-	0
102724479	LOC102724479	-	0
102724481	LINC01702	-	0
102724482	LOC102724482	-	0
102724484	CHN2-AS1	-	0
102724485	CCNYL1B	-	0
102724488	SYT15B	-	1
102724489	LOC102724489	-	0
102724491	LOC102724491	-	0
102724495	LOC102724495	-	0
102724497	LOC102724497	-	0
102724502	LINC01690	-	0
102724507	LOC102724507	-	0
102724508	EFCAB13-DT	THCAT158	0
102724510	LOC102724510	-	0
102724511	LOC102724511	-	0
102724515	LINC01291	-	3
102724517	LOC102724517	-	0
102724520	LOC102724520	-	0
102724521	LOC102724521	-	0
102724523	LOC102724523	-	0
102724527	LOC102724527	-	0
102724528	LOC102724528	-	0
102724530	LOC102724530	-	0
102724532	SP2-DT	-	0
102724533	LOC102724533	-	0
102724536	PRR33	C11orf89	4
102724539	LINC01714	-	3
102724542	LOC102724542	-	0
102724545	LOC102724545	-	0
102724548	HHLA3-AS1	-	0
102724550	LINC02015	KCCAT211	0
102724551	LOC102724551	-	0
102724552	RERE-AS1	-	0
102724553	LOC102724553	-	0
102724555	ASB15-AS1	-	0
102724557	LOC102724557	-	0
102724560	LOC102724560	CBS|CBSL	33
102724566	CARMAL	-	3
102724571	LNCTAM34A	GUARDIN|LINC01759|TP53LC18	0
102724572	LOC102724572	-	0
102724577	LOC102724577	-	0
102724579	LOC102724579	-	0
102724586	LOC102724586	-	0
102724587	LOC102724587	-	0
102724589	LINC02626	-	0
102724591	LOC102724591	-	0
102724593	LOC102724593	-	0
102724594	LOC102724594	U2AF1L5	20
102724596	ZNF652-AS1	-	0
102724601	RABGAP1L-DT	-	0
102724603	LOC102724603	-	0
102724604	LOC102724604	-	0
102724608	LOC102724608	-	0
102724612	LOC102724612	-	0
102724617	LINC02031	-	0
102724623	LINC01414	-	2
102724624	LOC102724624	-	0
102724625	LOC102724625	-	0
102724627	LINC02674	-	0
102724631	POTEB3	POTE-15|POTEB	10
102724632	LOC102724632	-	0
102724637	LOC102724637	-	0
102724638	LOC102724638	-	0
102724643	FAM245B	-	0
102724646	LOC102724646	-	0
102724651	LINC01919	-	0
102724652	LOC102724652	CRYAA|CRYAA2	7
102724653	LOC102724653	-	0
102724657	MSANTD5	-	0
102724659	C1orf167-AS1	-	0
102724660	HILPDA-AS1	-	0
102724661	LINC01645	-	0
102724663	PPFIA2-AS1	-	0
102724672	LOC102724672	-	0
102724678	LINC01423	-	0
102724679	LINC02556	-	0
102724680	LOC102724680	-	0
102724682	LOC102724682	-	0
102724684	LOC102724684	-	0
102724687	LOC102724687	-	0
102724691	MRPS9-AS2	-	0
102724698	LINC01905	-	0
102724699	LINC02043	-	0
102724700	LOC102724700	-	0
102724701	LOC102724701	CH507-145C22.1|CH507-154B10.1	0
102724708	ARFGEF1-DT	-	0
102724710	LOC102724710	-	0
102724711	LOC102724711	-	0
102724714	LINC01857	-	8
102724715	MYO1D-DT	lncCRLA	0
102724719	LOC102724719	-	0
102724720	LOC102724720	-	0
102724723	LOC102724723	-	0
102724727	LOC102724727	-	0
102724732	LOC102724732	-	0
102724734	LOC102724734	-	0
102724736	LOC102724736	-	0
102724737	LOC102724737	-	0
102724740	LINC02940	CCMAlnc	0
102724744	LOC102724744	-	0
102724745	LOC102724745	-	0
102724749	LOC102724749	-	0
102724754	LOC102724754	-	0
102724763	LINC02040	-	0
102724765	LOC102724765	-	0
102724768	LOC102724768	-	0
102724772	LOC102724772	-	0
102724774	LINC01594	TCONS_l2_00015893	0
102724775	LOC102724775	-	0
102724776	MAP9-AS1	-	0
102724778	LOC102724778	-	0
102724780	LOC102724780	-	0
102724784	DENND2B-AS1	-	0
102724785	LOC102724785	-	0
102724793	LOC102724793	-	0
102724800	LOC102724800	-	0
102724801	LOC102724801	-	0
102724802	LOC102724802	-	0
102724804	LOC102724804	-	0
102724805	LOC102724805	-	0
102724808	LOC102724808	-	0
102724810	CHD1-DT	LINC02062	0
102724813	LOC102724813	-	0
102724814	AP1G2-AS1	-	0
102724817	LOC102724817	-	0
102724818	LOC102724818	-	0
102724820	LANCL1-AS1	LANCLOT	3
102724826	ZNF337-AS1	-	0
102724827	MIATNB	-	2
102724830	LOC102724830	-	0
102724832	ANKRD17-DT	-	0
102724834	LINC02822	-	0
102724838	LOC102724838	-	0
102724843	LOC102724843	-	0
102724845	LINC00596	C14orf165|CNSLT1I7G	2
102724847	LOC102724847	-	0
102724848	LOC102724848	-	0
102724849	LOC102724849	-	0
102724850	CCL3-AS1	-	0
102724851	LOC102724851	-	0
102724855	LINC02113	CTD-2151A2.1	0
102724856	LOC102724856	-	0
102724858	LOC102724858	-	0
102724859	LOC102724859	-	0
102724861	LOC102724861	-	0
102724862	TBC1D3I	PRC17|TBC1D3|TBC1D3A	3
102724863	LOC102724863	-	0
102724874	LOC102724874	-	0
102724875	LOC102724875	-	0
102724877	LOC102724877	-	0
102724880	PPP1R3B-DT	AC02278.4	0
102724883	LOC102724883	-	0
102724890	LINC02293	-	0
102724892	LOC102724892	-	0
102724895	LIVAR	lnc18q22.2	1
102724900	LOC102724900	-	0
102724902	LOC102724902	-	0
102724903	LOC102724903	-	0
102724906	LOC102724906	-	0
102724907	CYLD-AS1	-	0
102724908	LOC102724908	-	0
102724913	LINC01899	-	0
102724916	LOC102724916	-	0
102724917	LINC02327	-	0
102724919	PDC-AS1	-	0
102724927	LINC02861	-	0
102724929	LOC102724929	-	0
102724933	LINC02412	-	0
102724934	LOC102724934	-	0
102724938	LOC102724938	-	0
102724940	LINC02128	LINC02187	0
